Latitude (decimal degrees):	36.897
Longitude (decimal degrees):	30.713
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050803:0909,738.0,168.0,0.0,67.36,32.08,6.21,0.0
20050803:1009,792.0,162.0,0.0,70.6,33.25,5.38,0.0
20050803:1109,763.0,169.0,0.0,65.72,33.43,4.69,0.0
20050803:1209,722.0,147.0,0.0,56.11,33.61,4.0,0.0
20050803:1309,597.0,141.0,0.0,44.78,33.57,3.52,0.0
20050803:1409,460.0,117.0,0.0,32.89,33.57,3.31,0.0
20050803:1509,253.0,110.0,0.0,20.92,33.59,3.45,0.0
20050803:1609,101.0,69.0,0.0,9.15,33.34,3.38,0.0
20050803:1709,0.0,0.0,0.0,-2.15,32.47,4.0,0.0
20050803:1809,0.0,0.0,0.0,0.0,32.14,4.9,0.0
20050803:1909,0.0,0.0,0.0,0.0,31.91,5.52,0.0
20050803:2009,0.0,0.0,0.0,0.0,31.06,5.66,0.0
20050803:2109,0.0,0.0,0.0,0.0,30.8,5.59,0.0
20050803:2209,0.0,0.0,0.0,0.0,30.47,6.0,0.0
20050803:2309,0.0,0.0,0.0,0.0,30.2,5.59,0.0
20050804:0009,0.0,0.0,0.0,0.0,29.88,5.45,0.0
20050804:0109,0.0,0.0,0.0,0.0,29.68,5.72,0.0
20050804:0209,0.0,0.0,0.0,0.0,29.56,6.14,0.0
20050804:0309,0.0,0.0,0.0,0.0,29.41,6.28,0.0
20050804:0409,6.0,47.0,0.0,11.58,29.06,6.34,0.0
20050804:0509,180.0,96.0,0.0,23.42,29.79,5.93,0.0
20050804:0609,359.0,122.0,0.0,35.41,30.48,5.59,0.0
20050804:0709,536.0,135.0,0.0,47.22,31.15,5.38,0.0
20050804:0809,651.0,160.0,0.0,58.28,32.26,4.21,0.0
20050804:0909,717.0,185.0,0.0,67.14,32.35,2.69,0.0
20050804:1009,772.0,179.0,0.0,70.34,32.81,1.66,0.0
20050804:1109,794.0,155.0,0.0,65.49,32.01,3.17,0.0
20050804:1209,739.0,141.0,0.0,55.92,31.08,5.03,0.0
20050804:1309,619.0,132.0,0.0,44.62,30.22,5.93,0.0
20050804:1409,447.0,124.0,0.0,32.73,30.05,5.45,0.0
20050804:1509,285.0,96.0,0.0,20.76,30.27,4.21,0.0
20050804:1609,91.0,72.0,0.0,8.98,30.17,2.48,0.0
20050804:1709,0.0,0.0,0.0,0.0,28.87,1.31,0.0
20050804:1809,0.0,0.0,0.0,0.0,28.1,2.34,0.0
20050804:1909,0.0,0.0,0.0,0.0,27.49,2.34,0.0
20050804:2009,0.0,0.0,0.0,0.0,26.66,2.07,0.0
20050804:2109,0.0,0.0,0.0,0.0,26.64,2.21,0.0
20050804:2209,0.0,0.0,0.0,0.0,26.37,2.21,0.0
20050804:2309,0.0,0.0,0.0,0.0,26.42,1.86,0.0
20050805:0009,0.0,0.0,0.0,0.0,26.39,1.79,0.0
20050805:0109,0.0,0.0,0.0,0.0,26.31,1.59,0.0
20050805:0209,0.0,0.0,0.0,0.0,26.01,1.38,0.0
20050805:0309,0.0,0.0,0.0,0.0,26.08,1.45,0.0
20050805:0409,3.0,43.0,0.0,11.44,26.39,1.66,0.0
20050805:0509,171.0,98.0,0.0,23.3,28.01,1.45,0.0
20050805:0609,352.0,122.0,0.0,35.28,28.61,1.1,0.0
20050805:0709,527.0,136.0,0.0,47.08,28.56,1.38,0.0
20050805:0809,641.0,161.0,0.0,58.11,29.38,2.34,0.0
20050805:0909,768.0,150.0,0.0,66.91,28.88,3.38,0.0
20050805:1009,822.01,145.0,0.0,70.07,29.09,3.86,0.0
20050805:1109,794.0,150.0,0.0,65.26,29.07,4.48,0.0
20050805:1209,768.0,121.0,0.0,55.73,29.11,4.76,0.0
20050805:1309,626.0,124.0,0.0,44.44,28.92,4.76,0.0
20050805:1409,432.0,128.0,0.0,32.57,28.73,4.48,0.0
20050805:1509,245.0,111.0,0.0,20.59,28.61,3.72,0.0
20050805:1609,96.0,68.0,0.0,8.81,28.46,2.69,0.0
20050805:1709,0.0,0.0,0.0,0.0,27.37,1.66,0.0
20050805:1809,0.0,0.0,0.0,0.0,27.22,1.17,0.0
20050805:1909,0.0,0.0,0.0,0.0,27.15,0.9,0.0
20050805:2009,0.0,0.0,0.0,0.0,26.2,1.03,0.0
20050805:2109,0.0,0.0,0.0,0.0,25.72,1.1,0.0
20050805:2209,0.0,0.0,0.0,0.0,25.43,0.48,0.0
20050805:2309,0.0,0.0,0.0,0.0,25.17,0.28,0.0
20050806:0009,0.0,0.0,0.0,0.0,25.07,0.69,0.0
20050806:0109,0.0,0.0,0.0,0.0,25.03,1.03,0.0
20050806:0209,0.0,0.0,0.0,0.0,24.64,1.38,0.0
20050806:0309,0.0,0.0,0.0,0.0,24.86,1.66,0.0
20050806:0409,1.0,34.0,0.0,11.31,24.97,1.86,0.0
20050806:0509,70.0,139.0,0.0,23.17,25.81,1.59,0.0
20050806:0609,191.0,205.0,0.0,35.15,25.8,1.72,0.0
20050806:0709,345.0,238.0,0.0,46.93,26.0,2.28,0.0
20050806:0809,559.0,209.0,0.0,57.93,26.96,3.31,0.0
20050806:0909,629.0,231.0,0.0,66.69,26.87,4.14,0.0
20050806:1009,554.0,303.0,0.0,69.8,27.3,4.97,0.0
20050806:1109,727.0,187.0,0.0,65.02,27.07,5.52,0.0
20050806:1209,683.0,164.0,0.0,55.53,27.09,5.24,0.0
20050806:1309,573.0,148.0,0.0,44.27,27.13,4.76,0.0
20050806:1409,394.0,147.0,0.0,32.4,26.9,4.28,0.0
20050806:1509,241.0,111.0,0.0,20.42,27.03,4.0,0.0
20050806:1609,69.0,77.0,0.0,8.63,26.92,3.72,0.0
20050806:1709,0.0,0.0,0.0,0.0,26.06,2.9,0.0
20050806:1809,0.0,0.0,0.0,0.0,25.48,2.14,0.0
20050806:1909,0.0,0.0,0.0,0.0,25.08,2.34,0.0
20050806:2009,0.0,0.0,0.0,0.0,24.24,2.62,0.0
20050806:2109,0.0,0.0,0.0,0.0,24.02,2.69,0.0
20050806:2209,0.0,0.0,0.0,0.0,23.56,2.83,0.0
20050806:2309,0.0,0.0,0.0,0.0,23.53,2.48,0.0
20050807:0009,0.0,0.0,0.0,0.0,23.27,2.07,0.0
20050807:0109,0.0,0.0,0.0,0.0,23.29,2.07,0.0
20050807:0209,0.0,0.0,0.0,0.0,23.05,2.69,0.0
20050807:0309,0.0,0.0,0.0,0.0,22.72,3.17,0.0
20050807:0409,2.0,39.0,0.0,11.17,23.11,3.24,0.0
20050807:0509,145.0,106.0,0.0,23.04,23.29,2.97,0.0
20050807:0609,335.0,125.0,0.0,35.02,23.54,2.48,0.0
20050807:0709,454.0,172.0,0.0,46.79,23.92,2.34,0.0
20050807:0809,580.0,190.0,0.0,57.76,24.63,2.48,0.0
20050807:0909,692.0,186.0,0.0,66.45,24.47,3.1,0.0
20050807:1009,717.0,198.0,0.0,69.52,25.71,2.55,0.0
20050807:1109,715.0,188.0,0.0,64.77,25.78,3.1,0.0
20050807:1209,646.0,181.0,0.0,55.32,25.78,2.97,0.0
20050807:1309,593.0,134.0,0.0,44.08,26.06,2.41,0.0
20050807:1409,452.0,112.0,0.0,32.22,25.62,1.79,0.0
20050807:1509,266.0,97.0,0.0,20.24,25.57,1.38,0.0
20050807:1609,93.0,65.0,0.0,8.44,25.85,1.24,0.0
20050807:1709,0.0,0.0,0.0,0.0,25.61,1.52,0.0
20050807:1809,0.0,0.0,0.0,0.0,25.74,2.21,0.0
20050807:1909,0.0,0.0,0.0,0.0,25.27,2.48,0.0
20050807:2009,0.0,0.0,0.0,0.0,25.03,2.28,0.0
20050807:2109,0.0,0.0,0.0,0.0,25.07,2.0,0.0
20050807:2209,0.0,0.0,0.0,0.0,24.54,1.79,0.0
20050807:2309,0.0,0.0,0.0,0.0,24.51,1.72,0.0
20050808:0009,0.0,0.0,0.0,0.0,24.38,1.52,0.0
20050808:0109,0.0,0.0,0.0,0.0,24.37,1.38,0.0
20050808:0209,0.0,0.0,0.0,0.0,24.15,1.38,0.0
20050808:0309,0.0,0.0,0.0,0.0,24.54,1.66,0.0
20050808:0409,2.0,38.0,0.0,11.03,24.95,2.0,0.0
20050808:0509,179.0,91.0,0.0,22.9,26.51,1.93,0.0
20050808:0609,345.0,124.0,0.0,34.89,27.56,1.24,0.0
20050808:0709,519.0,139.0,0.0,46.65,28.31,0.34,0.0
20050808:0809,661.0,149.0,0.0,57.58,29.47,1.66,0.0
20050808:0909,748.0,160.0,0.0,66.22,29.31,3.45,0.0
20050808:1009,812.01,150.0,0.0,69.24,29.79,4.14,0.0
20050808:1109,773.0,160.0,0.0,64.52,29.82,4.76,0.0
20050808:1209,687.0,163.0,0.0,55.11,29.64,5.03,0.0
20050808:1309,641.0,113.0,0.0,43.89,29.6,4.69,0.0
20050808:1409,458.0,113.0,0.0,32.04,29.76,4.0,0.0
20050808:1509,275.0,94.0,0.0,20.06,29.65,3.1,0.0
20050808:1609,96.0,64.0,0.0,8.25,29.33,2.07,0.0
20050808:1709,0.0,0.0,0.0,0.0,28.35,1.17,0.0
20050808:1809,0.0,0.0,0.0,0.0,28.13,0.21,0.0
20050808:1909,0.0,0.0,0.0,0.0,27.39,1.03,0.0
20050808:2009,0.0,0.0,0.0,0.0,26.58,1.66,0.0
20050808:2109,0.0,0.0,0.0,0.0,26.55,1.79,0.0
20050808:2209,0.0,0.0,0.0,0.0,25.45,1.52,0.0
20050808:2309,0.0,0.0,0.0,0.0,25.48,1.17,0.0
20050809:0009,0.0,0.0,0.0,0.0,25.58,0.97,0.0
20050809:0109,0.0,0.0,0.0,0.0,25.65,1.24,0.0
20050809:0209,0.0,0.0,0.0,0.0,25.42,1.66,0.0
20050809:0309,0.0,0.0,0.0,0.0,25.52,1.79,0.0
20050809:0409,3.0,40.0,0.0,10.89,25.71,1.79,0.0
20050809:0509,161.0,99.0,0.0,22.77,27.22,1.38,0.0
20050809:0609,345.0,123.0,0.0,34.75,28.19,0.28,0.0
20050809:0709,485.0,159.0,0.0,46.5,28.79,0.9,0.0
20050809:0809,0.0,133.0,0.0,57.4,29.6,1.86,0.0
20050809:0909,760.0,153.0,0.0,65.98,29.33,2.76,0.0
20050809:1009,802.01,156.0,0.0,68.95,29.8,3.59,0.0
20050809:1109,795.01,149.0,0.0,64.26,30.11,4.28,0.0
20050809:1209,688.0,163.0,0.0,54.89,30.24,0.0,0.0
20050809:1309,599.0,136.0,0.0,43.7,30.19,0.0,0.0
20050809:1409,440.0,121.0,0.0,31.86,30.1,3.66,0.0
20050809:1509,247.0,105.0,0.0,19.88,29.83,2.83,0.0
20050809:1609,84.0,66.0,0.0,8.06,29.44,1.72,0.0
20050809:1709,0.0,0.0,0.0,0.0,27.66,0.55,0.0
20050809:1809,0.0,0.0,0.0,0.0,27.93,0.76,0.0
20050809:1909,0.0,0.0,0.0,0.0,27.43,1.38,0.0
20050809:2009,0.0,0.0,0.0,0.0,26.81,1.52,0.0
20050809:2109,0.0,0.0,0.0,0.0,26.9,1.31,0.0
20050809:2209,0.0,0.0,0.0,0.0,26.32,0.9,0.0
20050809:2309,0.0,0.0,0.0,0.0,26.25,1.31,0.0
20050810:0009,0.0,0.0,0.0,0.0,26.23,1.1,0.0
20050810:0109,0.0,0.0,0.0,0.0,26.23,1.17,0.0
20050810:0209,0.0,0.0,0.0,0.0,26.13,1.45,0.0
20050810:0309,0.0,0.0,0.0,0.0,26.3,1.86,0.0
20050810:0409,2.0,34.0,0.0,10.75,26.51,1.86,0.0
20050810:0509,126.0,114.0,0.0,22.64,27.54,1.31,0.0
20050810:0609,269.0,163.0,0.0,34.62,28.57,0.34,0.0
20050810:0709,348.0,233.0,0.0,46.35,28.92,1.31,0.0
20050810:0809,463.0,262.0,0.0,57.22,29.33,2.28,0.0
20050810:0909,589.0,252.0,0.0,65.74,28.78,3.03,0.0
20050810:1009,683.0,223.0,0.0,68.66,29.39,3.59,0.0
20050810:1109,763.01,161.0,0.0,64.0,29.45,4.21,0.0
20050810:1209,677.0,164.0,0.0,54.67,29.48,4.34,0.0
20050810:1309,556.0,153.0,0.0,43.5,29.55,4.07,0.0
20050810:1409,431.0,121.0,0.0,31.67,29.26,3.72,0.0
20050810:1509,239.0,106.0,0.0,19.68,28.74,3.38,0.0
20050810:1609,77.0,67.0,0.0,7.86,28.63,2.69,0.0
20050810:1709,0.0,0.0,0.0,0.0,27.62,1.66,0.0
20050810:1809,0.0,0.0,0.0,0.0,27.52,0.69,0.0
20050810:1909,0.0,0.0,0.0,0.0,27.41,0.55,0.0
20050810:2009,0.0,0.0,0.0,0.0,26.89,0.55,0.0
20050810:2109,0.0,0.0,0.0,0.0,26.65,0.83,0.0
20050810:2209,0.0,0.0,0.0,0.0,26.24,1.03,0.0
20050810:2309,0.0,0.0,0.0,0.0,26.6,2.07,0.0
20050811:0009,0.0,0.0,0.0,0.0,27.1,2.55,0.0
20050811:0109,0.0,0.0,0.0,0.0,27.6,2.83,0.0
20050811:0209,0.0,0.0,0.0,0.0,27.94,3.31,0.0
20050811:0309,0.0,0.0,0.0,0.0,28.31,3.79,0.0
20050811:0409,4.0,39.0,0.0,10.61,28.32,4.41,0.0
20050811:0509,139.0,107.0,0.0,22.51,29.47,4.76,0.0
20050811:0609,332.0,126.0,0.0,34.48,30.36,4.69,0.0
20050811:0709,511.0,139.0,0.0,46.2,30.86,4.28,0.0
20050811:0809,633.0,160.0,0.0,57.04,31.98,3.38,0.0
20050811:0909,750.01,154.0,0.0,65.49,31.84,1.93,0.0
20050811:1009,739.01,188.0,0.0,68.36,32.51,0.97,0.0
20050811:1109,737.0,177.0,0.0,63.73,32.26,2.28,0.0
20050811:1209,677.0,164.0,0.0,54.44,32.0,3.66,0.0
20050811:1309,525.0,172.0,0.0,43.3,31.67,4.48,0.0
20050811:1409,413.0,129.0,0.0,31.47,31.41,4.69,0.0
20050811:1509,235.0,107.0,0.0,19.49,31.34,4.14,0.0
20050811:1609,73.0,67.0,0.0,7.66,30.59,2.69,0.0
20050811:1709,0.0,0.0,0.0,0.0,30.76,0.97,0.0
20050811:1809,0.0,0.0,0.0,0.0,28.71,0.76,0.0
20050811:1909,0.0,0.0,0.0,0.0,28.55,1.93,0.0
20050811:2009,0.0,0.0,0.0,0.0,28.0,1.79,0.0
20050811:2109,0.0,0.0,0.0,0.0,27.77,2.0,0.0
20050811:2209,0.0,0.0,0.0,0.0,27.69,2.28,0.0
20050811:2309,0.0,0.0,0.0,0.0,27.96,2.55,0.0
20050812:0009,0.0,0.0,0.0,0.0,28.41,3.03,0.0
20050812:0109,0.0,0.0,0.0,0.0,28.75,3.38,0.0
20050812:0209,0.0,0.0,0.0,0.0,28.66,3.66,0.0
20050812:0309,0.0,0.0,0.0,0.0,28.87,4.0,0.0
20050812:0409,2.0,34.0,0.0,10.47,28.87,4.34,0.0
20050812:0509,151.0,99.0,0.0,22.37,29.75,4.55,0.0
20050812:0609,330.0,126.0,0.0,34.35,30.69,4.28,0.0
20050812:0709,494.0,147.0,0.0,46.05,31.23,4.0,0.0
20050812:0809,632.0,159.0,0.0,56.85,32.38,3.31,0.0
20050812:0909,748.01,154.0,0.0,65.24,32.04,1.79,0.0
20050812:1009,801.01,150.0,0.0,68.07,32.77,1.1,0.0
20050812:1109,762.01,160.0,0.0,63.45,32.02,2.21,0.0
20050812:1209,725.0,136.0,0.0,54.21,32.08,3.38,0.0
20050812:1309,563.0,147.0,0.0,43.09,32.0,4.41,0.0
20050812:1409,405.0,131.0,0.0,31.27,31.74,4.55,0.0
20050812:1509,232.0,106.0,0.0,19.29,31.5,4.14,0.0
20050812:1609,70.0,66.0,0.0,7.45,30.9,2.9,0.0
20050812:1709,0.0,0.0,0.0,0.0,31.24,1.1,0.0
20050812:1809,0.0,0.0,0.0,0.0,28.77,0.83,0.0
20050812:1909,0.0,0.0,0.0,0.0,28.52,1.79,0.0
20050812:2009,0.0,0.0,0.0,0.0,28.13,1.79,0.0
20050812:2109,0.0,0.0,0.0,0.0,28.0,1.93,0.0
20050812:2209,0.0,0.0,0.0,0.0,27.89,1.93,0.0
20050812:2309,0.0,0.0,0.0,0.0,28.11,2.62,0.0
20050813:0009,0.0,0.0,0.0,0.0,28.6,3.38,0.0
20050813:0109,0.0,0.0,0.0,0.0,28.96,3.86,0.0
20050813:0209,0.0,0.0,0.0,0.0,29.11,4.41,0.0
20050813:0309,0.0,0.0,0.0,0.0,29.14,4.9,0.0
20050813:0409,2.0,33.0,0.0,10.33,28.99,5.17,0.0
20050813:0509,150.0,100.0,0.0,22.24,29.86,5.24,0.0
20050813:0609,349.0,117.0,0.0,34.21,30.76,4.97,0.0
20050813:0709,515.0,137.0,0.0,45.9,31.39,4.69,0.0
20050813:0809,649.0,152.0,0.0,56.66,32.84,4.41,0.0
20050813:0909,755.01,153.0,0.0,64.98,32.68,3.59,0.0
20050813:1009,841.01,132.0,0.0,67.76,34.04,2.62,0.0
20050813:1109,855.01,114.0,0.0,63.17,33.63,1.24,0.0
20050813:1209,751.0,125.0,0.0,53.97,33.45,1.79,0.0
20050813:1309,638.0,110.0,0.0,42.87,32.87,3.52,0.0
20050813:1409,458.0,106.0,0.0,31.07,32.55,4.21,0.0
20050813:1509,257.0,95.0,0.0,19.08,32.15,3.93,0.0
20050813:1609,79.0,62.0,0.0,7.24,31.67,3.03,0.0
20050813:1709,0.0,0.0,0.0,0.0,30.48,1.66,0.0
20050813:1809,0.0,0.0,0.0,0.0,29.91,0.9,0.0
20050813:1909,0.0,0.0,0.0,0.0,29.38,1.93,0.0
20050813:2009,0.0,0.0,0.0,0.0,28.49,2.21,0.0
20050813:2109,0.0,0.0,0.0,0.0,28.67,2.48,0.0
20050813:2209,0.0,0.0,0.0,0.0,28.53,2.97,0.0
20050813:2309,0.0,0.0,0.0,0.0,28.94,3.79,0.0
20050814:0009,0.0,0.0,0.0,0.0,29.26,4.07,0.0
20050814:0109,0.0,0.0,0.0,0.0,29.4,4.21,0.0
20050814:0209,0.0,0.0,0.0,0.0,29.15,4.28,0.0
20050814:0309,0.0,0.0,0.0,0.0,29.03,4.28,0.0
20050814:0409,5.0,36.0,0.0,10.19,28.79,4.28,0.0
20050814:0509,165.0,91.0,0.0,22.11,29.91,4.21,0.0
20050814:0609,349.0,117.0,0.0,34.07,30.4,3.59,0.0
20050814:0709,544.0,123.0,0.0,45.74,30.73,2.76,0.0
20050814:0809,686.0,133.0,0.0,56.47,32.44,1.72,0.0
20050814:0909,799.01,130.0,0.0,64.73,31.76,0.83,0.0
20050814:1009,866.01,118.0,0.0,67.45,33.33,2.41,0.0
20050814:1109,864.01,109.0,0.0,62.89,32.56,4.41,0.0
20050814:1209,779.0,109.0,0.0,53.73,31.93,5.17,0.0
20050814:1309,600.0,129.0,0.0,42.65,31.63,4.76,0.0
20050814:1409,419.0,124.0,0.0,30.86,31.22,3.86,0.0
20050814:1509,148.0,148.0,0.0,18.87,30.83,2.9,0.0
20050814:1609,64.0,66.0,0.0,7.02,30.2,1.93,0.0
20050814:1709,0.0,0.0,0.0,0.0,28.51,1.45,0.0
20050814:1809,0.0,0.0,0.0,0.0,28.31,1.59,0.0
20050814:1909,0.0,0.0,0.0,0.0,28.05,1.66,0.0
20050814:2009,0.0,0.0,0.0,0.0,27.07,1.66,0.0
20050814:2109,0.0,0.0,0.0,0.0,27.19,1.66,0.0
20050814:2209,0.0,0.0,0.0,0.0,26.34,1.66,0.0
20050814:2309,0.0,0.0,0.0,0.0,26.45,1.86,0.0
20050815:0009,0.0,0.0,0.0,0.0,26.49,1.79,0.0
20050815:0109,0.0,0.0,0.0,0.0,26.5,1.45,0.0
20050815:0209,0.0,0.0,0.0,0.0,26.12,1.38,0.0
20050815:0309,0.0,0.0,0.0,0.0,26.22,1.38,0.0
20050815:0409,2.0,33.0,0.0,10.05,26.49,1.45,0.0
20050815:0509,143.0,100.0,0.0,21.97,28.11,1.03,0.0
20050815:0609,310.0,136.0,0.0,33.93,28.54,0.76,0.0
20050815:0709,448.0,174.0,0.0,45.59,28.28,1.66,0.0
20050815:0809,632.0,159.0,0.0,56.27,29.02,2.41,0.0
20050815:0909,770.01,142.0,0.0,64.47,28.77,3.03,0.0
20050815:1009,857.01,120.0,0.0,67.14,29.22,3.17,0.0
20050815:1109,772.01,155.0,0.0,62.6,29.17,3.72,0.0
20050815:1209,705.0,145.0,0.0,53.48,29.1,4.0,0.0
20050815:1309,576.0,138.0,0.0,42.43,29.12,3.93,0.0
20050815:1409,394.0,134.0,0.0,30.64,28.97,3.45,0.0
20050815:1509,219.0,108.0,0.0,18.66,28.82,2.69,0.0
20050815:1609,69.0,62.0,0.0,6.8,28.67,1.72,0.0
20050815:1709,0.0,0.0,0.0,0.0,28.05,0.9,0.0
20050815:1809,0.0,0.0,0.0,0.0,27.75,0.14,0.0
20050815:1909,0.0,0.0,0.0,0.0,27.49,0.62,0.0
20050815:2009,0.0,0.0,0.0,0.0,26.43,1.17,0.0
20050815:2109,0.0,0.0,0.0,0.0,26.46,1.31,0.0
20050815:2209,0.0,0.0,0.0,0.0,25.96,1.24,0.0
20050815:2309,0.0,0.0,0.0,0.0,25.81,1.45,0.0
20050816:0009,0.0,0.0,0.0,0.0,25.89,1.52,0.0
20050816:0109,0.0,0.0,0.0,0.0,25.94,1.45,0.0
20050816:0209,0.0,0.0,0.0,0.0,25.53,1.52,0.0
20050816:0309,0.0,0.0,0.0,0.0,25.63,1.59,0.0
20050816:0409,4.0,34.0,0.0,9.91,25.78,1.72,0.0
20050816:0509,116.0,114.0,0.0,21.83,27.28,1.66,0.0
20050816:0609,295.0,147.0,0.0,33.79,28.19,1.1,0.0
20050816:0709,457.0,173.0,0.0,45.43,28.38,0.97,0.0
20050816:0809,573.0,201.0,0.0,56.07,29.25,1.72,0.0
20050816:0909,698.01,191.0,0.0,64.2,28.84,2.69,0.0
20050816:1009,793.01,160.0,0.0,66.83,29.32,3.38,0.0
20050816:1109,785.01,153.0,0.0,62.3,29.14,3.86,0.0
20050816:1209,673.0,169.0,0.0,53.22,29.2,3.93,0.0
20050816:1309,539.0,164.0,0.0,42.19,29.31,3.72,0.0
20050816:1409,419.0,123.0,0.0,30.42,29.03,3.31,0.0
20050816:1509,235.0,101.0,0.0,18.44,28.89,2.69,0.0
20050816:1609,70.0,60.0,0.0,6.57,28.73,2.07,0.0
20050816:1709,0.0,0.0,0.0,0.0,28.21,1.03,0.0
20050816:1809,0.0,0.0,0.0,0.0,27.79,0.07,0.0
20050816:1909,0.0,0.0,0.0,0.0,27.34,1.03,0.0
20050816:2009,0.0,0.0,0.0,0.0,26.08,1.59,0.0
20050816:2109,0.0,0.0,0.0,0.0,26.06,1.59,0.0
20050816:2209,0.0,0.0,0.0,0.0,25.28,1.38,0.0
20050816:2309,0.0,0.0,0.0,0.0,25.21,1.45,0.0
20050817:0009,0.0,0.0,0.0,0.0,25.18,1.38,0.0
20050817:0109,0.0,0.0,0.0,0.0,25.2,1.24,0.0
20050817:0209,0.0,0.0,0.0,0.0,24.87,1.03,0.0
20050817:0309,0.0,0.0,0.0,0.0,24.9,1.1,0.0
20050817:0409,3.0,33.0,0.0,9.76,25.26,1.24,0.0
20050817:0509,145.0,99.0,0.0,21.7,26.75,1.03,0.0
20050817:0609,311.0,138.0,0.0,33.65,27.44,0.41,0.0
20050817:0709,385.0,215.0,0.0,45.27,27.62,1.03,0.0
20050817:0809,656.0,151.0,0.0,55.87,28.56,1.86,0.0
20050817:0909,727.01,173.0,0.0,63.93,28.25,2.76,0.0
20050817:1009,873.01,117.0,0.0,66.51,28.43,3.38,0.0
20050817:1109,819.01,135.0,0.0,62.0,28.57,3.93,0.0
20050817:1209,747.01,127.0,0.0,52.96,28.73,4.0,0.0
20050817:1309,561.0,150.0,0.0,41.96,28.8,4.0,0.0
20050817:1409,393.0,136.0,0.0,30.2,28.6,3.66,0.0
20050817:1509,214.0,111.0,0.0,18.22,28.45,2.97,0.0
20050817:1609,66.0,60.0,0.0,6.34,28.27,2.21,0.0
20050817:1709,0.0,0.0,0.0,0.0,27.06,1.24,0.0
20050817:1809,0.0,0.0,0.0,0.0,26.86,0.83,0.0
20050817:1909,0.0,0.0,0.0,0.0,26.29,1.1,0.0
20050817:2009,0.0,0.0,0.0,0.0,25.06,1.66,0.0
20050817:2109,0.0,0.0,0.0,0.0,24.89,2.0,0.0
20050817:2209,0.0,0.0,0.0,0.0,24.02,2.14,0.0
20050817:2309,0.0,0.0,0.0,0.0,23.85,2.07,0.0
20050818:0009,0.0,0.0,0.0,0.0,23.87,1.59,0.0
20050818:0109,0.0,0.0,0.0,0.0,23.76,1.1,0.0
20050818:0209,0.0,0.0,0.0,0.0,23.42,0.69,0.0
20050818:0309,0.0,0.0,0.0,0.0,23.61,0.41,0.0
20050818:0409,3.0,30.0,0.0,9.62,24.04,0.34,0.0
20050818:0509,145.0,95.0,0.0,21.56,25.48,0.07,0.0
20050818:0609,359.0,106.0,0.0,33.51,25.68,0.9,0.0
20050818:0709,555.0,110.0,0.0,45.11,25.68,1.79,0.0
20050818:0809,713.01,111.0,0.0,55.67,26.9,2.55,0.0
20050818:0909,820.01,111.0,0.0,63.66,27.06,3.38,0.0
20050818:1009,866.01,110.0,0.0,66.18,27.93,4.0,0.0
20050818:1109,844.01,111.0,0.0,61.7,28.06,4.55,0.0
20050818:1209,742.01,120.0,0.0,52.7,28.08,4.83,0.0
20050818:1309,510.0,170.0,0.0,41.72,28.14,4.76,0.0
20050818:1409,395.0,127.0,0.0,29.97,28.14,4.21,0.0
20050818:1509,217.0,102.0,0.0,17.99,27.95,3.45,0.0
20050818:1609,56.0,60.0,0.0,6.11,27.81,2.48,0.0
20050818:1709,0.0,0.0,0.0,0.0,26.76,1.52,0.0
20050818:1809,0.0,0.0,0.0,0.0,26.66,0.97,0.0
20050818:1909,0.0,0.0,0.0,0.0,26.39,0.97,0.0
20050818:2009,0.0,0.0,0.0,0.0,25.47,1.1,0.0
20050818:2109,0.0,0.0,0.0,0.0,25.22,1.31,0.0
20050818:2209,0.0,0.0,0.0,0.0,24.26,1.72,0.0
20050818:2309,0.0,0.0,0.0,0.0,24.26,1.59,0.0
20050819:0009,0.0,0.0,0.0,0.0,24.24,1.24,0.0
20050819:0109,0.0,0.0,0.0,0.0,24.41,0.9,0.0
20050819:0209,0.0,0.0,0.0,0.0,24.41,0.62,0.0
20050819:0309,0.0,0.0,0.0,0.0,24.74,0.83,0.0
20050819:0409,2.0,28.0,0.0,9.48,25.14,1.03,0.0
20050819:0509,140.0,95.0,0.0,21.42,26.37,1.17,0.0
20050819:0609,337.0,114.0,0.0,33.37,27.07,0.97,0.0
20050819:0709,534.0,117.0,0.0,44.94,27.34,1.03,0.0
20050819:0809,686.0,122.0,0.0,55.46,28.27,1.86,0.0
20050819:0909,780.01,128.0,0.0,63.39,28.25,3.17,0.0
20050819:1009,781.01,151.0,0.0,65.86,29.48,3.79,0.0
20050819:1109,814.01,122.0,0.0,61.39,29.72,4.69,0.0
20050819:1209,674.0,151.0,0.0,52.43,29.74,5.17,0.0
20050819:1309,520.0,158.0,0.0,41.47,29.66,5.31,0.0
20050819:1409,367.0,138.0,0.0,29.73,29.48,4.76,0.0
20050819:1509,206.0,104.0,0.0,17.76,29.18,3.79,0.0
20050819:1609,60.0,56.0,0.0,5.87,29.05,2.41,0.0
20050819:1709,0.0,0.0,0.0,0.0,27.73,1.24,0.0
20050819:1809,0.0,0.0,0.0,0.0,27.51,1.79,0.0
20050819:1909,0.0,0.0,0.0,0.0,26.89,2.07,0.0
20050819:2009,0.0,0.0,0.0,0.0,26.07,2.0,0.0
